ID,HousePrice,yhat,delta
3314,357001.0,317730.68160980206,39270.318390197936
3744,204498.0,224537.28449130623,-20039.28449130623
5128,346301.0,348038.0741178507,-1737.074117850687
8075,467567.0,500779.0174993178,-33212.01749931782
1626,722563.0,495440.58463263145,227122.41536736855
5519,547190.0,661481.5677073202,-114291.56770732021
5771,309847.0,310550.48409141717,-703.4840914171655
1845,361572.0,292972.61357139144,68599.38642860856
3905,173822.0,198822.9668434507,-25000.966843450704
3335,315375.0,294000.78899393737,21374.21100606263
1027,153949.0,149949.79327695537,3999.2067230446264
8618,225252.0,184473.11250397054,40778.88749602946
7935,121715.0,125480.60847885022,-3765.6084788502194
4478,543538.0,530295.1734347219,13242.826565278112
2515,338222.0,379112.01059302496,-40890.010593024956
3447,159984.0,207905.656598263,-47921.65659826301
3961,260012.0,307037.33788987447,-47025.33788987447
268,92160.0,103867.35095876532,-11707.350958765324
2075,244701.0,347106.5991173397,-102405.5991173397
5778,397709.0,320338.43160433427,77370.56839566573
4947,246083.0,309295.401908348,-63212.40190834802
2216,308541.0,395211.84400090604,-86670.84400090604
8493,483930.0,532347.909289743,-48417.90928974305
4607,390569.0,351020.59719480237,39548.402805197635
2396,136502.0,162244.4887171997,-25742.48871719971
7620,303201.0,278092.78070013685,25108.21929986315
4459,443205.0,484239.6123099766,-41034.6123099766
8289,91960.0,102294.07754065587,-10334.077540655868
163,354225.0,294044.19708517584,60180.80291482416
8805,358049.0,320916.50105650566,37132.49894349434
552,237726.0,242246.69830777432,-4520.698307774321
4382,278715.0,260358.13461399628,18356.865386003716
7172,380327.0,364550.824878883,15776.175121116976
9230,268497.0,242860.36643434572,25636.63356565428
2488,175443.0,187796.6504487153,-12353.650448715314
3146,234366.0,239121.180971771,-4755.180971771013
7483,131104.0,150609.001538664,-19505.001538663986
5621,70388.0,307433.88646551035,-237045.88646551035
9061,136715.0,144194.71876436338,-7479.718764363381
4088,300611.0,272716.97953394573,27894.020466054266
6314,84167.0,86505.478261328,-2338.4782613279967
6731,235395.0,258214.87038191152,-22819.870381911518
5398,102631.0,106510.05707976867,-3879.057079768667
5919,283927.0,317357.8778175094,-33430.877817509405
2968,218429.0,239920.34087540998,-21491.34087540998
8672,227943.0,222186.85822213034,5756.141777869663
7664,234858.0,272464.978137932,-37606.97813793202
6624,304836.0,261739.76243663477,43096.23756336523
4709,201634.0,233239.65313115256,-31605.65313115256
677,362552.0,376496.14785350277,-13944.14785350277
7094,535201.0,448962.63444903167,86238.36555096833
7284,320779.0,330822.08374065254,-10043.083740652539
6367,199533.0,196636.26020973927,2896.7397902607336
1828,159227.0,179574.8943197785,-20347.894319778512
1058,560275.0,634478.0617885488,-74203.06178854883
3365,277449.0,331102.03977133986,-53653.039771339856
7245,462874.0,520203.6727509531,-57329.67275095312
2788,527478.0,525577.1252964761,1900.8747035239358
7362,200722.0,213889.65317868377,-13167.653178683773
7244,143531.0,146893.35187311296,-3362.351873112959
3596,137796.0,123416.87294832562,14379.127051674383
3633,174855.0,213510.9187129298,-38655.91871292979
1139,379752.0,317743.76643074135,62008.23356925865
9226,265919.0,275003.04707653075,-9084.047076530755
1449,324651.0,297135.10848809604,27515.89151190396
8239,372556.0,370654.14796154306,1901.852038456942
7398,485423.0,400301.6947584106,85121.30524158938
6009,469064.0,387251.9699855083,81812.0300144917
6862,147590.0,153119.52172029205,-5529.521720292047
8022,591995.0,557658.3451301322,34336.65486986784
5340,202187.0,259694.12792802893,-57507.12792802893
4740,101356.0,67465.57074945785,33890.42925054215
4124,421334.0,410720.45385357644,10613.546146423556
8689,375529.0,413027.81555296003,-37498.81555296003
7436,485696.0,443349.0346419937,42346.9653580063
148,349625.0,324707.310894942,24917.689105057972
1337,394795.0,464403.4294192957,-69608.42941929569
248,168700.0,236836.90459876298,-68136.90459876298
6511,241135.0,291438.716641371,-50303.71664137102
7954,278652.0,342726.11667631945,-64074.11667631945
8966,275214.0,341919.71826937684,-66705.71826937684
7103,148164.0,142277.1871805035,5886.812819496496
5965,146498.0,174686.54121787936,-28188.541217879363
7594,389110.0,390798.61685946555,-1688.6168594655464
4630,316268.0,240680.6855292691,75587.3144707309
6647,376661.0,425087.90969066165,-48426.90969066165
8950,581957.0,575583.3482887531,6373.65171124693
1972,440137.0,480353.11117147835,-40216.11117147835
4544,659242.0,634733.9378326957,24508.062167304335
4649,495329.0,445071.64481474407,50257.35518525593
7831,244309.0,282765.8889471157,-38456.88894711569
1300,328926.0,311894.38562949985,17031.614370500145
4669,223949.0,209115.95958376667,14833.040416233329
1109,315621.0,345384.86145209975,-29763.86145209975
3159,533715.0,450986.87826599774,82728.12173400226
4879,410501.0,344073.86774312094,66427.13225687906
6116,200271.0,241720.72244490444,-41449.722444904444
4057,199761.0,303239.0352641193,-103478.03526411927
1119,316771.0,257135.93151918263,59635.06848081737
5062,566477.0,541809.5901569468,24667.409843053203
7173,702603.0,660863.6982570051,41739.301742994925
1663,392937.0,415547.3918111252,-22610.391811125213
7128,292612.0,364900.0199893818,-72288.01998938178
7797,306118.0,337577.94801216136,-31459.94801216136
5290,178950.0,131419.7902196746,47530.209780325386
2046,356896.0,389538.58249147475,-32642.58249147475
7851,340545.0,354085.35043897276,-13540.35043897276
6291,165087.0,183763.30098044273,-18676.300980442727
2677,295578.0,507988.48462702124,-212410.48462702124
7444,271625.0,262927.7260360711,8697.273963928921
7274,338312.0,374501.4551487013,-36189.45514870132
5525,641302.0,655510.0499979635,-14208.049997963477
2992,235445.0,245386.7146537517,-9941.714653751696
8999,635998.0,594847.9721343708,41150.02786562918
1564,430694.0,491375.13203921146,-60681.13203921146
6816,387211.0,425480.245888097,-38269.24588809698
8287,354995.0,354485.5617400676,509.43825993238715
8473,498522.0,427131.4148059369,71390.58519406308
7497,242685.0,187629.86295053875,55055.13704946125
7491,320397.0,273953.41915363324,46443.58084636676
3196,499879.0,384176.6283272508,115702.37167274923
5608,406113.0,395846.91326024,10266.086739760009
8263,174763.0,170539.6270288738,4223.3729711261985
3203,254224.0,191353.25041518052,62870.74958481948
3032,260426.0,279861.13925328973,-19435.13925328973
1827,424742.0,555777.2116245717,-131035.2116245717
4536,393828.0,385013.82758290233,8814.172417097667
4643,221455.0,327612.2049029042,-106157.20490290422
7601,289523.0,258469.82732819286,31053.172671807144
8011,435406.0,419191.3909595047,16214.6090404953
2,277232.0,281371.982945335,-4139.982945334981
8101,141618.0,157187.86851101462,-15569.868511014618
7446,396053.0,451274.20904750994,-55221.20904750994
9168,365412.0,321246.09000650287,44165.90999349713
8816,479899.0,426720.0590297378,53178.94097026222
8422,384977.0,517151.87352329475,-132174.87352329475
4729,120479.0,115833.37178838882,4645.628211611183
2879,214066.0,229887.7867096917,-15821.786709691689
2308,592384.0,583947.2561287581,8436.743871241924
9014,310368.0,274593.94753571186,35774.052464288136
4414,292450.0,281426.74710603966,11023.252893960336
3284,343528.0,382941.7217011819,-39413.7217011819
6669,243620.0,263950.1698342044,-20330.169834204426
1065,201888.0,155990.1234391514,45897.876560848614
4926,554031.0,622066.1167651732,-68035.11676517315
9030,290852.0,272307.88963652926,18544.11036347074
7561,169913.0,177463.43461757217,-7550.434617572173
2366,426717.0,435605.1320214205,-8888.132021420519
7801,243457.0,265141.8967187062,-21684.89671870618
4645,313689.0,299688.0732282785,14000.926771721512
581,390907.0,408942.9610613446,-18035.9610613446
2942,566948.0,515550.7492829083,51397.25071709172
4806,199850.0,196702.67001163468,3147.3299883653235
1524,603101.0,499467.94232745597,103633.05767254403
511,216835.0,202734.78562230422,14100.214377695782
690,346538.0,305160.168274468,41377.831725532014
6029,291632.0,292350.7742674178,-718.7742674177862
6239,348156.0,325349.2555470115,22806.744452988496
3759,554177.0,514494.8726623094,39682.12733769062
7527,675269.0,599468.031863328,75800.96813667205
6724,115366.0,106370.94320177494,8995.056798225065
4676,184882.0,204690.28062224513,-19808.280622245133
7830,730476.0,592814.6270491171,137661.37295088288
4372,82173.0,185383.93990851677,-103210.93990851677
2856,416310.0,357691.105483406,58618.89451659401
3968,83898.0,110652.45953913877,-26754.45953913877
6512,198793.0,236133.6928095458,-37340.69280954581
7925,359882.0,341676.4319843584,18205.56801564159
193,709843.0,590823.6183599292,119019.38164007082
8031,191020.0,218486.79063561166,-27466.79063561166
8619,382224.0,312362.9409657699,69861.05903423007
7982,291794.0,349000.26511288446,-57206.26511288446
9037,381345.0,435177.1731868617,-53832.17318686168
82,144263.0,133787.8504013649,10475.149598635093
5224,220182.0,194311.35127796142,25870.648722038575
6541,229875.0,255542.361459629,-25667.361459629
4355,622852.0,608585.7554967067,14266.244503293303
7764,157118.0,103404.7272380876,53713.272761912405
1271,75638.0,95934.30997813151,-20296.30997813151
9194,220033.0,269717.2579495348,-49684.2579495348
9153,246076.0,245237.9441256859,838.055874314101
6,324167.0,380684.71857231786,-56517.718572317855
3839,184858.0,165179.99633363952,19678.003666360484
1669,118410.0,93583.11344176992,24826.88655823008
9296,165100.0,123532.08674410354,41567.91325589646
8459,854125.0,599766.0441423107,254358.95585768926
692,417576.0,384276.27970306115,33299.720296938845
3263,510484.0,373834.0339596496,136649.96604035038
579,367187.0,436731.411781903,-69544.411781903
1599,249900.0,271429.0219895963,-21529.02198959631
4276,184823.0,201455.09377712075,-16632.093777120754
8487,350133.0,367563.7309777139,-17430.730977713887
5073,415997.0,436458.27592820814,-20461.27592820814
3397,361774.0,362473.6853064385,-699.6853064384777
7331,326106.0,315649.241695194,10456.758304806019
362,310530.0,476207.9687099915,-165677.9687099915
1720,425828.0,463082.71550153923,-37254.715501539235
1523,441530.0,358851.8442593198,82678.15574068017
6136,307363.0,302477.1304070041,4885.869592995907
1401,180373.0,189949.03791218455,-9576.037912184547
1489,253935.0,249710.94606534071,4224.053934659285
1032,366016.0,378488.6286351651,-12472.628635165107
6139,587722.0,477935.9679243785,109786.03207562148
7604,283546.0,303530.1578071099,-19984.157807109877
3694,227639.0,199367.45519889833,28271.54480110167
1621,166588.0,230802.41459165514,-64214.414591655135
1600,352844.0,311112.2163007175,41731.7836992825
3673,186486.0,231298.59101255916,-44812.59101255916
5300,530722.0,490937.69913116883,39784.30086883117
7256,528076.0,513457.5688633208,14618.431136679195
9133,53714.0,124710.45598805361,-70996.45598805361
226,331160.0,330420.9368036197,739.0631963802734
7941,235734.0,237651.64380101103,-1917.6438010110287
5045,406033.0,356937.691933746,49095.308066254016
5445,276949.0,266961.18413509,9987.815864910022
2098,241736.0,249775.6864239383,-8039.686423938314
7886,175213.0,193861.51929640074,-18648.519296400744
5087,445506.0,530272.9309994336,-84766.93099943362
7584,356585.0,357593.9553714977,-1008.9553714977228
5948,185960.0,278776.3809777043,-92816.3809777043
3609,420575.0,401693.9061691335,18881.093830866506
3842,497126.0,488010.8296926136,9115.170307386375
7317,358459.0,345473.63506830524,12985.364931694756
8602,370779.0,339061.38097269734,31717.61902730266
754,240901.0,237586.58150513604,3314.4184948639595
1664,302303.0,316155.32834975864,-13852.328349758638
669,265448.0,253042.88622397665,12405.113776023354
7136,400493.0,445599.6571641134,-45106.65716411342
8194,406954.0,417235.02913456305,-10281.029134563054
987,300199.0,345278.3904461149,-45079.39044611488
8779,260062.0,305426.3999360312,-45364.3999360312
1487,337848.0,277120.59452768124,60727.40547231876
1342,505372.0,500733.23396728345,4638.76603271655
6100,580351.0,582814.5665853686,-2463.566585368593
3246,257541.0,278939.3220742938,-21398.3220742938
1757,796568.0,673671.4010758227,122896.59892417735
1356,243496.0,278284.8765079061,-34788.87650790613
8809,375298.0,291394.57914795727,83903.42085204273
7588,113878.0,120265.05681033712,-6387.056810337119
4027,316804.0,354303.3295258104,-37499.329525810375
2268,280805.0,440253.6488187546,-159448.6488187546
3637,486774.0,394730.0579108933,92043.94208910671
5470,250196.0,306915.4383401427,-56719.43834014272
1797,392862.0,382940.14559165546,9921.854408344545
4856,518244.0,549669.1976784735,-31425.197678473545
6362,539034.0,489893.85523212736,49140.14476787264
7191,404804.0,405998.93461892585,-1194.9346189258504
1179,186489.0,207516.60552873282,-21027.60552873282
941,156491.0,216209.70322731356,-59718.703227313556
5148,216366.0,227220.34167856176,-10854.34167856176
6175,329702.0,348927.4732910889,-19225.473291088885
5641,178184.0,181679.837117729,-3495.83711772901
8605,406981.0,340233.0541503042,66747.94584969583
7907,65825.0,101103.73932506883,-35278.73932506883
3939,178447.0,160680.3394068367,17766.66059316331
5713,530777.0,504477.58974499145,26299.41025500855
6514,262408.0,250995.618605245,11412.381394755008
8261,417515.0,502243.6782741937,-84728.67827419372
5577,588046.0,544867.2426488847,43178.757351115346
5562,422688.0,354721.64236717747,67966.35763282253
396,245521.0,184799.2347204014,60721.76527959859
8005,210860.0,222016.7508436685,-11156.750843668502
6779,518549.0,503676.65881175414,14872.34118824586
9154,79257.0,91292.18143906342,-12035.181439063424
5288,195783.0,227354.10350763556,-31571.103507635562
5465,550569.0,534416.3613727186,16152.638627281412
8281,182330.0,173093.59864307794,9236.401356922055
6263,328061.0,364623.5319205442,-36562.53192054422
4093,371540.0,440337.78141745296,-68797.78141745296
7672,289937.0,334514.0746463318,-44577.07464633178
8131,253290.0,242054.4948847848,11235.505115215201
5741,152902.0,121933.71343981512,30968.286560184875
3915,396319.0,391451.5627790531,4867.437220946886
8914,353146.0,368868.72947428504,-15722.729474285035
8725,392785.0,419393.65904953977,-26608.65904953977
7998,254412.0,230999.37755568718,23412.622444312816
5367,334118.0,247381.3268599966,86736.6731400034
3338,205986.0,197534.48785847335,8451.512141526648
4504,350007.0,329305.15845927055,20701.841540729452
6640,362333.0,348996.4383353064,13336.561664693581
7521,223276.0,227119.3392641488,-3843.339264148788
3708,348760.0,357606.97941663937,-8846.97941663937
6931,100301.0,115611.33647687182,-15310.336476871817
1514,554205.0,472034.1410112176,82170.85898878239
8324,392126.0,439835.15100855014,-47709.151008550136
7791,276073.0,324021.7594817305,-47948.75948173052
3954,534431.0,530300.799056369,4130.200943631004
716,274055.0,284001.6117944921,-9946.611794492113
7305,213580.0,246567.88845023976,-32987.888450239756
8419,284317.0,302643.06955158105,-18326.06955158105
341,314483.0,311210.035741763,3272.964258236985
1527,287881.0,269242.85221704666,18638.14778295334
8730,344276.0,365914.0965200743,-21638.096520074294
8255,196051.0,203841.63669364032,-7790.636693640321
3783,151477.0,167827.34036655468,-16350.34036655468
1151,416685.0,476855.8297934723,-60170.82979347231
8198,131559.0,163433.96824567163,-31874.968245671625
4722,519999.0,504420.6188241753,15578.381175824674
643,202552.0,271524.4307527628,-68972.43075276283
7565,108289.0,100692.98052450354,7596.019475496461
8132,197771.0,248633.0275545057,-50862.02755450571
855,329077.0,324076.30853551446,5000.691464485542
729,167895.0,164543.32692270156,3351.6730772984447
2969,737500.0,786360.6227739396,-48860.62277393963
2632,521113.0,536671.3030575186,-15558.303057518555
1802,342322.0,314735.23176378565,27586.768236214353
7033,195465.0,183865.18636244684,11599.813637553161
9351,420246.0,319255.8364554226,100990.16354457737
6997,597479.0,510392.93000279536,87086.06999720464
1460,399315.0,332306.3614335094,67008.63856649061
5782,435183.0,411517.383967257,23665.61603274301
4253,328942.0,353433.2641615772,-24491.264161577215
4768,284079.0,479985.454193553,-195906.454193553
3660,333731.0,375422.647374978,-41691.647374978
8429,414619.0,426064.9259668239,-11445.925966823881
2907,449066.0,621230.1532267036,-172164.15322670364
135,579961.0,569193.1385428719,10767.861457128078
2451,360023.0,332683.5080981555,27339.491901844507
212,285541.0,283080.9843940562,2460.0156059438013
7724,217449.0,250294.62816566773,-32845.62816566773
4110,260346.0,282446.220040251,-22100.220040250977
5377,501319.0,428032.50886476046,73286.49113523954
2502,277450.0,289666.0079383518,-12216.007938351773
4239,637080.0,610371.9146292834,26708.08537071664
5078,327839.0,275887.0830629873,51951.91693701269
387,228911.0,196516.23211064434,32394.76788935566
498,328353.0,330452.19093361637,-2099.1909336163662
6452,374930.0,360105.88261297694,14824.117387023056
3300,170474.0,188268.36377570027,-17794.363775700273
8594,108544.0,103766.24401745643,4777.755982543575
554,538548.0,433325.20593697956,105222.79406302044
5913,325469.0,355600.1695219441,-30131.169521944073
6170,100164.0,118704.32594798828,-18540.325947988284
6208,320416.0,349908.6970161526,-29492.69701615261
5171,238980.0,215442.02280303507,23537.97719696493
5750,555869.0,455208.20779958635,100660.79220041365
6195,328002.0,326730.84694105235,1271.153058947646
4231,131042.0,129053.6389885225,1988.3610114774929
7860,217275.0,222833.83934351453,-5558.839343514526
8710,269621.0,321769.38687795907,-52148.38687795907
2102,298848.0,287078.8609674893,11769.139032510691
8322,649672.0,537811.9127644703,111860.08723552967
6968,323426.0,370287.2881007008,-46861.288100700825
5898,226260.0,195072.83168159652,31187.168318403477
2659,397840.0,358579.0751742395,39260.92482576048
2055,113768.0,262992.3387874909,-149224.3387874909
5930,309801.0,312280.3445789063,-2479.3445789063117
7107,160851.0,155764.34431153344,5086.655688466562
7843,350658.0,351196.4683527101,-538.4683527100715
1351,256856.0,278718.4968866462,-21862.4968866462
1889,392019.0,438100.7252339581,-46081.7252339581
7581,167684.0,235812.9557582745,-68128.9557582745
4939,161089.0,192465.74896603834,-31376.748966038343
623,391210.0,392153.7030816233,-943.7030816233018
8789,285418.0,238371.39730072476,47046.602699275245
8349,214564.0,209507.35395190993,5056.646048090071
7647,531916.0,546439.1359097408,-14523.135909740813
1277,166416.0,147067.74910906138,19348.250890938623
7544,246801.0,286396.00200842536,-39595.00200842536
4909,303159.0,297626.8635830733,5532.136416926689
679,431434.0,393391.5875389064,38042.41246109363
3736,91215.0,195810.95919098862,-104595.95919098862
3476,366329.0,305397.11699244904,60931.88300755096
518,371193.0,332406.24850143684,38786.75149856316
5806,538931.0,480782.4665116709,58148.53348832909
7168,187953.0,211580.112498829,-23627.112498828996
6471,156334.0,146749.02822690632,9584.971773093683
3896,352739.0,354648.6568428081,-1909.6568428081227
1,547714.0,571657.6764409568,-23943.67644095677
5880,291789.0,288009.6401611537,3779.3598388463142
1165,143500.0,223915.97319697787,-80415.97319697787
3688,574621.0,573672.0228691153,948.9771308846539
803,363724.0,337818.3349980404,25905.665001959598
4284,152403.0,183234.65382275058,-30831.65382275058
3130,173003.0,236653.96754241455,-63650.96754241455
8298,224509.0,234363.23585754304,-9854.23585754304
583,224102.0,259557.56158972043,-35455.561589720426
71,491488.0,464366.62321286555,27121.376787134446
1697,329422.0,347400.0244405163,-17978.02444051631
8801,226648.0,253052.0372373416,-26404.037237341603
278,354612.0,291081.10901711223,63530.890982887766
7655,522689.0,524167.85948352545,-1478.859483525448
346,199113.0,204650.97234616452,-5537.972346164519
5116,295637.0,328341.5184021855,-32704.518402185524
5457,156774.0,170679.14292296604,-13905.142922966043
1111,286891.0,379028.76927592506,-92137.76927592506
5622,154093.0,183056.89448413852,-28963.894484138524
104,138956.0,117354.3953139314,21601.604686068604
7698,301127.0,400853.27269388776,-99726.27269388776
6210,275910.0,266547.91095505946,9362.089044940541
1303,477286.0,418969.4320437379,58316.56795626209
5697,543176.0,491700.01332766144,51475.986672338564
1366,483578.0,418687.41637808445,64890.583621915546
5696,616686.0,614295.1808635172,2390.81913648278
407,239788.0,241299.16426967698,-1511.164269676985
6373,78345.0,104167.04045388807,-25822.04045388807
3676,341641.0,324580.038418866,17060.961581134005
7765,468097.0,424957.44110493,43139.55889506999
8856,309249.0,313944.2036592287,-4695.2036592286895
2857,418356.0,401518.58731934417,16837.412680655834
3282,386107.0,577882.4283717657,-191775.42837176565
8441,390562.0,354651.606914038,35910.39308596199
7007,334479.0,305266.8778520228,29212.122147977178
5298,172858.0,186448.42899422132,-13590.428994221322
7072,272000.0,355885.41172528523,-83885.41172528523
3096,391488.0,374123.64623907604,17364.353760923957
5598,161913.0,142401.02630289528,19511.973697104724
1788,495784.0,401449.4932580996,94334.5067419004
2485,232722.0,287470.3613999301,-54748.36139993009
4590,534975.0,437988.6841106287,96986.31588937133
949,446985.0,360313.2175626981,86671.78243730188
2134,255222.0,252247.58773876773,2974.412261232268
8706,148730.0,206445.4978941332,-57715.49789413321
7745,779760.0,570913.5522866868,208846.44771331316
3970,203095.0,175439.69869317996,27655.301306820038
7645,408431.0,414526.3297652417,-6095.3297652417095
5591,195756.0,212427.75802981318,-16671.75802981318
781,410016.0,433586.07317056105,-23570.073170561052
7714,149275.0,91774.9115089949,57500.088491005095
4805,257224.0,303225.8273653022,-46001.82736530219
8762,498272.0,475322.0623329788,22949.93766702118
1132,416767.0,413981.4327526239,2785.5672473760787
3252,563583.0,424492.4730750415,139090.5269249585
5588,343488.0,319956.308041907,23531.691958093026
6294,328156.0,259031.1425388212,69124.85746117879
3493,202968.0,251172.54460418745,-48204.54460418745
1390,263068.0,325968.72051692917,-62900.72051692917
6792,333478.0,348223.55347871315,-14745.553478713147
5862,321620.0,407066.2582480448,-85446.25824804482
5217,162289.0,192078.70293464055,-29789.702934640547
3437,327665.0,262169.4436091672,65495.55639083282
3838,799710.0,751932.801165607,47777.19883439306
1444,215828.0,232323.3475103096,-16495.3475103096
786,191656.0,268630.87699257856,-76974.87699257856
475,349485.0,316756.6347223197,32728.365277680277
8603,431655.0,388280.1929308871,43374.807069112896
1241,139589.0,163246.184006685,-23657.184006685013
586,115022.0,94546.01124987063,20475.98875012937
4143,341666.0,344127.37158071564,-2461.3715807156404
2834,165522.0,154640.22472350104,10881.775276498956
1281,232219.0,228890.9763814538,3328.023618546198
5335,297803.0,323107.8702246644,-25304.870224664395
1772,386630.0,388781.1952535266,-2151.1952535266173
6518,147702.0,159172.60609905183,-11470.60609905183
910,513958.0,500969.58878987824,12988.411210121762
5201,228720.0,215029.4048264234,13690.595173576614
4245,119418.0,104584.10690238801,14833.893097611988
3024,342334.0,301589.7715024413,40744.22849755868
609,245381.0,214458.1085235284,30922.89147647159
4430,129765.0,134809.31793207428,-5044.317932074278
4034,121520.0,113622.78031298879,7897.219687011209
5561,177190.0,203865.99921896186,-26675.999218961864
9011,454980.0,395138.6299295273,59841.37007047271
3618,368759.0,298431.10372026113,70327.89627973887
2017,285875.0,245145.94780680098,40729.05219319902
6894,503036.0,428624.2204283372,74411.77957166277
2202,362437.0,270173.7847042639,92263.2152957361
55,130584.0,152095.2711645233,-21511.271164523292
541,352973.0,381269.844268693,-28296.844268693007
6882,343624.0,387365.10084098874,-43741.10084098874
6714,296728.0,273029.1198397957,23698.88016020431
5109,431390.0,380681.7810214625,50708.21897853748
688,528334.0,463682.4695296107,64651.53047038929
260,157326.0,173338.7098935633,-16012.709893563297
1493,329066.0,372127.39236510947,-43061.39236510947
1515,274626.0,360283.5507605483,-85657.55076054833
7887,130469.0,167354.56330850907,-36885.56330850907
845,397756.0,330845.4347973717,66910.56520262832
6172,318406.0,388580.54846735793,-70174.54846735793
2654,546376.0,530540.9534298668,15835.046570133185
7554,249022.0,288970.13119210093,-39948.13119210093
6335,236314.0,236156.52967405765,157.47032594235498
8727,126778.0,105441.35706046956,21336.642939530444
2888,352071.0,414732.9348703226,-62661.934870322584
8733,116008.0,136345.0083020943,-20337.0083020943
4117,251415.0,210602.1394379097,40812.860562090296
1293,294570.0,338881.22253694606,-44311.222536946065
1860,607844.0,590911.0423065404,16932.957693459583
3192,287659.0,262083.78205143864,25575.21794856136
383,294633.0,349008.71813240554,-54375.71813240554
696,147455.0,146368.60688178623,1086.3931182137749
1552,365707.0,400039.6735744584,-34332.6735744584
3301,155565.0,193156.970088679,-37591.970088678994
2189,385454.0,385420.45419302536,33.54580697463825
3674,92307.0,100023.04306035953,-7716.0430603595305
3895,175215.0,155501.32132151246,19713.678678487544
5497,409516.0,322191.26070429164,87324.73929570836
5093,104945.0,153283.85381153802,-48338.85381153802
9104,617566.0,611233.7667197202,6332.23328027979
6633,526574.0,570080.5932863604,-43506.59328636038
8564,293019.0,335501.68067643937,-42482.68067643937
6775,628490.0,439080.1485683444,189409.85143165558
5051,450801.0,388402.2559242764,62398.744075723574
2713,288095.0,252917.18866618333,35177.81133381667
4367,526483.0,471282.90888931596,55200.091110684036
4852,150609.0,177461.35783355613,-26852.357833556132
5653,209016.0,229743.33119672877,-20727.331196728774
4558,326331.0,371954.72277283657,-45623.72277283657
2354,718794.0,704250.736742949,14543.263257051003
464,183660.0,243951.61960694703,-60291.61960694703
2660,457977.0,514539.77685655677,-56562.77685655677
8331,261685.0,302448.7367084778,-40763.73670847778
7097,165351.0,253157.37520744157,-87806.37520744157
9126,249524.0,236416.9828114873,13107.017188512691
8119,213760.0,237672.40616188073,-23912.40616188073
463,623503.0,590398.5203848031,33104.479615196935
7223,314596.0,363710.86388267716,-49114.863882677164
8541,198036.0,170718.4085625722,27317.591437427793
8080,132362.0,156926.9993428031,-24564.999342803087
1213,125257.0,152507.47230694687,-27250.472306946875
1328,145027.0,173607.05458798772,-28580.054587987717
7622,293971.0,294446.7716564027,-475.77165640267776
7487,196440.0,178414.28375574108,18025.716244258918
4530,188048.0,220176.4358063556,-32128.435806355614
738,213142.0,249296.5918660826,-36154.5918660826
2507,240943.0,189445.5980752597,51497.40192474029
316,279529.0,261117.28866636418,18411.711333635816
1066,152119.0,149916.46738306904,2202.5326169309556
6065,404531.0,441014.3918088509,-36483.39180885092
2042,314563.0,345829.8209723227,-31266.82097232272
7785,364001.0,375814.1268904201,-11813.126890420099
2590,131195.0,158642.84863086208,-27447.848630862078
4890,333080.0,317092.83163546183,15987.16836453817
